
Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
897	11704	3644	15763
898	7	17248	5115
899	2981	7025	8
900	9038	4983	9017
901	963	679	9
902	1598	13	8
903	5	866	871
904	1537	13668	9
905	24	5979	9
906	5633	12853	7
907	13446	5	8003
908	3	16870	9808
909	44179	7778	7773
910	7	552	13
911	720	11607	3505
912	14	25	20
913	5151	15	11
914	12595	13	8
915	849	2142	4143
916	5290	7	3877
917	1153	3818	8664
918	7	2024	2019
919	18869	2684	2112
920	8085	4050	3266
921	20197	5136	5124
922	5	2008	10588
923	11833	3	19
924	10839	19	5
925	10	15	28
926	3273	3015	3001
927	9515	8988	7
928	17360	8	5224
929	22091	9947	7
930	11	15	4636
931	6	1186	5695
932	5747	1694	9
933	14551	11803	11785
934	6693	5	6681
935	13043	13036	13056
936	19	7537	7
937	5	16181	2172
938	6	3795	3801
939	2703	5	2477
940	7620	14784	6685
941	3031	3044	7075
942	1924	1912	14046
943	7	22088	13
944	11	15	1970
945	5	770	3318
946	8665	242	5
947	2568	10660	6602
948	4317	2783	5
949	14918	3	10868
950	4146	4131	4141
951	5	7542	682
952	24770	4591	24760
953	3	1549	5889
954	4968	3	960
955	15146	4	4061
956	2616	2737	5
957	15498	15489	15509
958	9389	12635	9403
959	5	2351	36857
960	5	4191	19744
961	4705	4692	1222
962	7	22	4179
963	5532	17676	6366
964	18	7	2870
965	22	7	7818
966	24	10	14
967	20	6	11797
968	7	21	10525
969	3	17	1795
970	4	23570	566
971	17791	5656	5671
972	4058	33	40
973	4400	8452	6
974	20708	20686	20704
975	23	9	13
976	17	3	1438
977	9096	21245	6
978	5	19375	5387
979	14678	2559	7
980	4901	17036	8944
981	8	16906	13
982	10986	7	3625
983	2906	2918	5
984	5246	5232	866
985	5800	5808	3961
986	41	3349	7
987	15557	16402	16390
988	7	5754	5768
989	16626	3555	3543
990	489	3	4550
991	5340	1312	5354
992	8528	7	8542
993	12892	6774	4563
994	22	13	17
995	425	8560	4523
996	7	11	10198
997	30302	7	725
998	5906	22103	9
999	9729	9720	162
